ID_Macrografia;Obs_Macro;Status_Macro;Macro_Ativo;Macro_Data;cordao_nome;Obs_Cordao;Status_Apr_Cordao;cordao_ativo;data_cordao;Status_Cota;Valor_Medido;referencia_min;referenci_max;nome_cota;tipo_medida;transformacao;comparativo;cota_ativo;Nome_Peca;Norma_Peca;PecaAtiva;Data_Criacao_Peca;cliente;cliente_ativo;data_cliente
R_ID_026;;Aprovado;true;20/07/2019 00:00;Cordão 02;;Aprovado;true;;Aprovado;2.789;2;4;Perna Horizontal;;;;;Suporte;;;;Cliente 01;;
R_ID_026;;Aprovado;true;20/07/2019 00:00;Cordão 02;;Aprovado;true;;Aprovado;2.763;2;4;Perna Vertical;;;;;Suporte;;;;Cliente 01;;
R_ID_026;;Aprovado;true;20/07/2019 00:00;Cordão 03;;Aprovado;true;;Aprovado;0.052;0;1;Gap;;;;;Suporte;;;;Cliente 01;;
R_ID_026;;Aprovado;true;20/07/2019 00:00;Cordão 03;;Aprovado;true;;Aprovado;3.576;1;4;Penetração;;;;;Suporte;;;;Cliente 01;;
R_ID_026;;Aprovado;true;20/07/2019 00:00;Cordão 03;;Aprovado;true;;Aprovado;2.258;1;5;Perna Horizontal;;;;;Suporte;;;;Cliente 01;;
R_ID_026;;Aprovado;true;20/07/2019 00:00;Cordão 03;;Aprovado;true;;Aprovado;2.645;1;5;Perna Vertical;;;;;Suporte;;;;Cliente 01;;
R_ID_026;;Aprovado;true;20/07/2019 00:00;Cordão 04;;Aprovado;true;;Aprovado;0.767;0;1.5;Gap;;;;;Suporte;;;;Cliente 01;;
R_ID_026;;Aprovado;true;20/07/2019 00:00;Cordão 04;;Aprovado;true;;Aprovado;1.708;1;3;Penetração;;;;;Suporte;;;;Cliente 01;;
R_ID_026;;Aprovado;true;20/07/2019 00:00;Cordão 04;;Aprovado;true;;Aprovado;2.456;1.5;3.5;Perna Horizontal;;;;;Suporte;;;;Cliente 01;;
R_ID_026;;Aprovado;true;20/07/2019 00:00;Cordão 04;;Aprovado;true;;Aprovado;2.475;1.5;3.5;Perna Vertical;;;;;Suporte;;;;Cliente 01;;
R_ID_027;;Aprovado *;true;17/10/2019 00:00;Cordão 01;;Reprovado;true;;Aprovado;1.573;1;2;Gap;;;;;Suporte;;;;Cliente 05;;
R_ID_027;;Aprovado *;true;17/10/2019 00:00;Cordão 01;;Reprovado;true;;Aprovado;3.24;2;4;Penetração;;;;;Suporte;;;;Cliente 05;;
R_ID_027;;Aprovado *;true;17/10/2019 00:00;Cordão 01;;Reprovado;true;;Reprovado;1.358;1.5;3;Perna Horizontal;;;;;Suporte;;;;Cliente 05;;
R_ID_027;;Aprovado *;true;17/10/2019 00:00;Cordão 01;;Reprovado;true;;Aprovado;2.406;1.5;3;Perna Vertical;;;;;Suporte;;;;Cliente 05;;
R_ID_027;;Aprovado *;true;17/10/2019 00:00;Cordão 02;;Aprovado;true;;Aprovado;1.118;0;2;Gap;;;;;Suporte;;;;Cliente 05;;
R_ID_027;;Aprovado *;true;17/10/2019 00:00;Cordão 02;;Aprovado;true;;Aprovado;1.556;1;3;Penetração;;;;;Suporte;;;;Cliente 05;;
R_ID_027;;Aprovado *;true;17/10/2019 00:00;Cordão 02;;Aprovado;true;;Aprovado;3.154;2;4;Perna Horizontal;;;;;Suporte;;;;Cliente 05;;
R_ID_027;;Aprovado *;true;17/10/2019 00:00;Cordão 02;;Aprovado;true;;Aprovado;3.003;2;4;Perna Vertical;;;;;Suporte;;;;Cliente 05;;
R_ID_027;;Aprovado *;true;17/10/2019 00:00;Cordão 03;;Reprovado;true;;Aprovado;0.489;0;1;Gap;;;;;Suporte;;;;Cliente 05;;
R_ID_027;;Aprovado *;true;17/10/2019 00:00;Cordão 03;;Reprovado;true;;Reprovado;4.696;1;4;Penetração;;;;;Suporte;;;;Cliente 05;;
R_ID_027;;Aprovado *;true;17/10/2019 00:00;Cordão 03;;Reprovado;true;;Aprovado;2.489;1;5;Perna Horizontal;;;;;Suporte;;;;Cliente 05;;
R_ID_027;;Aprovado *;true;17/10/2019 00:00;Cordão 03;;Reprovado;true;;Aprovado;3.184;1;5;Perna Vertical;;;;;Suporte;;;;Cliente 05;;
R_ID_027;;Aprovado *;true;17/10/2019 00:00;Cordão 04;;Aprovado;true;;Aprovado;0.366;0;1.5;Gap;;;;;Suporte;;;;Cliente 05;;
R_ID_027;;Aprovado *;true;17/10/2019 00:00;Cordão 04;;Aprovado;true;;Aprovado;1.824;1;3;Penetração;;;;;Suporte;;;;Cliente 05;;
R_ID_027;;Aprovado *;true;17/10/2019 00:00;Cordão 04;;Aprovado;true;;Aprovado;3.178;1.5;3.5;Perna Horizontal;;;;;Suporte;;;;Cliente 05;;
R_ID_027;;Aprovado *;true;17/10/2019 00:00;Cordão 04;;Aprovado;true;;Aprovado;2.491;1.5;3.5;Perna Vertical;;;;;Suporte;;;;Cliente 05;;
R_ID_028;;Aprovado;true;24/07/2019 00:00;Cordão 01;;Aprovado;true;;Aprovado;1.233;0.5;1.5;Gap;;;;;Eixo;;;;Cliente 04;;
R_ID_028;;Aprovado;true;24/07/2019 00:00;Cordão 01;;Aprovado;true;;Aprovado;1.388;1;3;Penetração;;;;;Eixo;;;;Cliente 04;;
R_ID_028;;Aprovado;true;24/07/2019 00:00;Cordão 01;;Aprovado;true;;Aprovado;0.86;0;2;Perna Horizontal;;;;;Eixo;;;;Cliente 04;;
R_ID_028;;Aprovado;true;24/07/2019 00:00;Cordão 01;;Aprovado;true;;Aprovado;1.346;0;2;Perna Vertical;;;;;Eixo;;;;Cliente 04;;
R_ID_028;;Aprovado;true;24/07/2019 00:00;Cordão 02;;Aprovado;true;;Aprovado;0.915;0;1.5;Gap;;;;;Eixo;;;;Cliente 04;;
R_ID_028;;Aprovado;true;24/07/2019 00:00;Cordão 02;;Aprovado;true;;Aprovado;3.064;2;3.5;Penetração;;;;;Eixo;;;;Cliente 04;;
R_ID_028;;Aprovado;true;24/07/2019 00:00;Cordão 02;;Aprovado;true;;Aprovado;3.034;2;4;Perna Horizontal;;;;;Eixo;;;;Cliente 04;;
R_ID_028;;Aprovado;true;24/07/2019 00:00;Cordão 02;;Aprovado;true;;Aprovado;2.909;2;4;Perna Vertical;;;;;Eixo;;;;Cliente 04;;
R_ID_028;;Aprovado;true;24/07/2019 00:00;Cordão 03;;Aprovado;true;;Aprovado;1.303;0;2;Gap;;;;;Eixo;;;;Cliente 04;;
R_ID_028;;Aprovado;true;24/07/2019 00:00;Cordão 03;;Aprovado;true;;Aprovado;2.434;2;4;Penetração;;;;;Eixo;;;;Cliente 04;;
R_ID_028;;Aprovado;true;24/07/2019 00:00;Cordão 03;;Aprovado;true;;Aprovado;1.865;1.5;3;Perna Horizontal;;;;;Eixo;;;;Cliente 04;;
R_ID_028;;Aprovado;true;24/07/2019 00:00;Cordão 03;;Aprovado;true;;Aprovado;2.59;1.5;3;Perna Vertical;;;;;Eixo;;;;Cliente 04;;
R_ID_028;;Aprovado;true;24/07/2019 00:00;Cordão 04;;Aprovado;true;;Aprovado;1.829;0;3;Gap;;;;;Eixo;;;;Cliente 04;;
R_ID_028;;Aprovado;true;24/07/2019 00:00;Cordão 04;;Aprovado;true;;Aprovado;2.029;1;3;Penetração;;;;;Eixo;;;;Cliente 04;;
R_ID_028;;Aprovado;true;24/07/2019 00:00;Cordão 04;;Aprovado;true;;Aprovado;2.536;2;3;Perna Horizontal;;;;;Eixo;;;;Cliente 04;;
R_ID_028;;Aprovado;true;24/07/2019 00:00;Cordão 04;;Aprovado;true;;Aprovado;2.324;2;3;Perna Vertical;;;;;Eixo;;;;Cliente 04;;
R_ID_029;;Aprovado;true;14/03/2019 00:00;Cordão 01;;Aprovado;true;;Aprovado;1.435;1;2;Gap;;;;;Suporte;;;;Cliente 02;;
R_ID_029;;Aprovado;true;14/03/2019 00:00;Cordão 01;;Aprovado;true;;Aprovado;3.432;2;4;Penetração;;;;;Suporte;;;;Cliente 02;;
R_ID_029;;Aprovado;true;14/03/2019 00:00;Cordão 01;;Aprovado;true;;Aprovado;2.432;1.5;3;Perna Horizontal;;;;;Suporte;;;;Cliente 02;;
R_ID_029;;Aprovado;true;14/03/2019 00:00;Cordão 01;;Aprovado;true;;Aprovado;2.324;1.5;3;Perna Vertical;;;;;Suporte;;;;Cliente 02;;
R_ID_029;;Aprovado;true;14/03/2019 00:00;Cordão 02;;Aprovado;true;;Aprovado;1.705;0;2;Gap;;;;;Suporte;;;;Cliente 02;;
R_ID_029;;Aprovado;true;14/03/2019 00:00;Cordão 02;;Aprovado;true;;Aprovado;2.146;1;3;Penetração;;;;;Suporte;;;;Cliente 02;;
R_ID_029;;Aprovado;true;14/03/2019 00:00;Cordão 02;;Aprovado;true;;Aprovado;2.828;2;4;Perna Horizontal;;;;;Suporte;;;;Cliente 02;;
R_ID_029;;Aprovado;true;14/03/2019 00:00;Cordão 02;;Aprovado;true;;Aprovado;2.608;2;4;Perna Vertical;;;;;Suporte;;;;Cliente 02;;
R_ID_029;;Aprovado;true;14/03/2019 00:00;Cordão 03;;Aprovado;true;;Aprovado;0.629;0;1;Gap;;;;;Suporte;;;;Cliente 02;;
R_ID_029;;Aprovado;true;14/03/2019 00:00;Cordão 03;;Aprovado;true;;Aprovado;2.487;1;4;Penetração;;;;;Suporte;;;;Cliente 02;;
R_ID_029;;Aprovado;true;14/03/2019 00:00;Cordão 03;;Aprovado;true;;Aprovado;3.28;1;5;Perna Horizontal;;;;;Suporte;;;;Cliente 02;;
R_ID_029;;Aprovado;true;14/03/2019 00:00;Cordão 03;;Aprovado;true;;Aprovado;2.245;1;5;Perna Vertical;;;;;Suporte;;;;Cliente 02;;
R_ID_029;;Aprovado;true;14/03/2019 00:00;Cordão 04;;Aprovado;true;;Aprovado;0.59;0;1.5;Gap;;;;;Suporte;;;;Cliente 02;;
R_ID_029;;Aprovado;true;14/03/2019 00:00;Cordão 04;;Aprovado;true;;Aprovado;1.324;1;3;Penetração;;;;;Suporte;;;;Cliente 02;;
R_ID_029;;Aprovado;true;14/03/2019 00:00;Cordão 04;;Aprovado;true;;Aprovado;2.817;1.5;3.5;Perna Horizontal;;;;;Suporte;;;;Cliente 02;;
R_ID_029;;Aprovado;true;14/03/2019 00:00;Cordão 04;;Aprovado;true;;Aprovado;2.223;1.5;3.5;Perna Vertical;;;;;Suporte;;;;Cliente 02;;
R_ID_030;;Aprovado;true;26/08/2019 00:00;Cordão 01;;Aprovado;true;;Aprovado;0.442;0;1;Gap;;;;;Chassis;;;;Cliente 01;;
R_ID_030;;Aprovado;true;26/08/2019 00:00;Cordão 01;;Aprovado;true;;Aprovado;3.339;2;4;Penetração;;;;;Chassis;;;;Cliente 01;;
R_ID_030;;Aprovado;true;26/08/2019 00:00;Cordão 01;;Aprovado;true;;Aprovado;2.41;1.5;3;Perna Horizontal;;;;;Chassis;;;;Cliente 01;;
R_ID_030;;Aprovado;true;26/08/2019 00:00;Cordão 01;;Aprovado;true;;Aprovado;2.634;2;3;Perna Vertical;;;;;Chassis;;;;Cliente 01;;
R_ID_030;;Aprovado;true;26/08/2019 00:00;Cordão 02;;Aprovado;true;;Aprovado;0.545;0;2;Gap;;;;;Chassis;;;;Cliente 01;;
R_ID_030;;Aprovado;true;26/08/2019 00:00;Cordão 02;;Aprovado;true;;Aprovado;2.214;1;3;Penetração;;;;;Chassis;;;;Cliente 01;;
R_ID_030;;Aprovado;true;26/08/2019 00:00;Cordão 02;;Aprovado;true;;Aprovado;2.409;2;3;Perna Horizontal;;;;;Chassis;;;;Cliente 01;;
R_ID_030;;Aprovado;true;26/08/2019 00:00;Cordão 02;;Aprovado;true;;Aprovado;2.775;1.5;4;Perna Vertical;;;;;Chassis;;;;Cliente 01;;
R_ID_030;;Aprovado;true;26/08/2019 00:00;Cordão 03;;Aprovado;true;;Aprovado;0.107;0;1.5;Gap;;;;;Chassis;;;;Cliente 01;;
R_ID_030;;Aprovado;true;26/08/2019 00:00;Cordão 03;;Aprovado;true;;Aprovado;1.697;1;2.5;Penetração;;;;;Chassis;;;;Cliente 01;;
R_ID_030;;Aprovado;true;26/08/2019 00:00;Cordão 03;;Aprovado;true;;Aprovado;2.539;2;4;Perna Horizontal;;;;;Chassis;;;;Cliente 01;;
R_ID_030;;Aprovado;true;26/08/2019 00:00;Cordão 03;;Aprovado;true;;Aprovado;2.948;2;4;Perna Vertical;;;;;Chassis;;;;Cliente 01;;
R_ID_030;;Aprovado;true;26/08/2019 00:00;Cordão 04;;Aprovado;true;;Aprovado;0.804;0;2;Gap;;;;;Chassis;;;;Cliente 01;;
R_ID_030;;Aprovado;true;26/08/2019 00:00;Cordão 04;;Aprovado;true;;Aprovado;2.345;1;4;Penetração;;;;;Chassis;;;;Cliente 01;;
R_ID_030;;Aprovado;true;26/08/2019 00:00;Cordão 04;;Aprovado;true;;Aprovado;2.233;1;4;Perna Horizontal;;;;;Chassis;;;;Cliente 01;;
R_ID_030;;Aprovado;true;26/08/2019 00:00;Cordão 04;;Aprovado;true;;Aprovado;2.494;1;4;Perna Vertical;;;;;Chassis;;;;Cliente 01;;
R_ID_031;;Reprovado;true;08/11/2019 00:00;Cordão 01;;Aprovado;true;;Aprovado;1.57;1;2;Gap;;;;;Suporte;;;;Cliente 01;;
R_ID_031;;Reprovado;true;08/11/2019 00:00;Cordão 01;;Aprovado;true;;Aprovado;3.144;2;4;Penetração;;;;;Suporte;;;;Cliente 01;;
R_ID_031;;Reprovado;true;08/11/2019 00:00;Cordão 01;;Aprovado;true;;Aprovado;2.483;1.5;3;Perna Horizontal;;;;;Suporte;;;;Cliente 01;;
R_ID_031;;Reprovado;true;08/11/2019 00:00;Cordão 01;;Aprovado;true;;Aprovado;1.889;1.5;3;Perna Vertical;;;;;Suporte;;;;Cliente 01;;
R_ID_031;;Reprovado;true;08/11/2019 00:00;Cordão 02;;Aprovado;true;;Aprovado;1.121;0;2;Gap;;;;;Suporte;;;;Cliente 01;;
R_ID_031;;Reprovado;true;08/11/2019 00:00;Cordão 02;;Aprovado;true;;Aprovado;2.036;1;3;Penetração;;;;;Suporte;;;;Cliente 01;;
R_ID_031;;Reprovado;true;08/11/2019 00:00;Cordão 02;;Aprovado;true;;Aprovado;3.424;2;4;Perna Horizontal;;;;;Suporte;;;;Cliente 01;;
R_ID_031;;Reprovado;true;08/11/2019 00:00;Cordão 02;;Aprovado;true;;Aprovado;3.289;2;4;Perna Vertical;;;;;Suporte;;;;Cliente 01;;
R_ID_031;;Reprovado;true;08/11/2019 00:00;Cordão 03;;Aprovado;true;;Aprovado;0.41;0;1;Gap;;;;;Suporte;;;;Cliente 01;;
R_ID_031;;Reprovado;true;08/11/2019 00:00;Cordão 03;;Aprovado;true;;Aprovado;2.465;1;4;Penetração;;;;;Suporte;;;;Cliente 01;;
R_ID_031;;Reprovado;true;08/11/2019 00:00;Cordão 03;;Aprovado;true;;Aprovado;3.589;1;5;Perna Horizontal;;;;;Suporte;;;;Cliente 01;;
R_ID_031;;Reprovado;true;08/11/2019 00:00;Cordão 03;;Aprovado;true;;Aprovado;2.746;1;5;Perna Vertical;;;;;Suporte;;;;Cliente 01;;
R_ID_031;;Reprovado;true;08/11/2019 00:00;Cordão 04;;Reprovado;true;;Aprovado;0.853;0;1.5;Gap;;;;;Suporte;;;;Cliente 01;;
R_ID_031;;Reprovado;true;08/11/2019 00:00;Cordão 04;;Reprovado;true;;Reprovado;0.98;1;3;Penetração;;;;;Suporte;;;;Cliente 01;;
R_ID_031;;Reprovado;true;08/11/2019 00:00;Cordão 04;;Reprovado;true;;Aprovado;2.872;1.5;3.5;Perna Horizontal;;;;;Suporte;;;;Cliente 01;;
R_ID_031;;Reprovado;true;08/11/2019 00:00;Cordão 04;;Reprovado;true;;Aprovado;2.701;1.5;3.5;Perna Vertical;;;;;Suporte;;;;Cliente 01;;
R_ID_032;;Aprovado;true;07/04/2019 00:00;Cordão 01;;Aprovado;true;;Aprovado;0.867;0;1;Gap;;;;;Chassis;;;;Cliente 03;;
R_ID_032;;Aprovado;true;07/04/2019 00:00;Cordão 01;;Aprovado;true;;Aprovado;3.337;2;4;Penetração;;;;;Chassis;;;;Cliente 03;;
R_ID_032;;Aprovado;true;07/04/2019 00:00;Cordão 01;;Aprovado;true;;Aprovado;2.272;1.5;3;Perna Horizontal;;;;;Chassis;;;;Cliente 03;;
R_ID_032;;Aprovado;true;07/04/2019 00:00;Cordão 01;;Aprovado;true;;Aprovado;2.28;2;3;Perna Vertical;;;;;Chassis;;;;Cliente 03;;
R_ID_032;;Aprovado;true;07/04/2019 00:00;Cordão 02;;Aprovado;true;;Aprovado;0.571;0;2;Gap;;;;;Chassis;;;;Cliente 03;;
R_ID_032;;Aprovado;true;07/04/2019 00:00;Cordão 02;;Aprovado;true;;Aprovado;2.173;1;3;Penetração;;;;;Chassis;;;;Cliente 03;;
R_ID_032;;Aprovado;true;07/04/2019 00:00;Cordão 02;;Aprovado;true;;Aprovado;2.092;2;3;Perna Horizontal;;;;;Chassis;;;;Cliente 03;;
R_ID_032;;Aprovado;true;07/04/2019 00:00;Cordão 02;;Aprovado;true;;Aprovado;2.761;1.5;4;Perna Vertical;;;;;Chassis;;;;Cliente 03;;
R_ID_032;;Aprovado;true;07/04/2019 00:00;Cordão 03;;Aprovado;true;;Aprovado;0.55;0;1.5;Gap;;;;;Chassis;;;;Cliente 03;;
R_ID_032;;Aprovado;true;07/04/2019 00:00;Cordão 03;;Aprovado;true;;Aprovado;2.099;1;2.5;Penetração;;;;;Chassis;;;;Cliente 03;;
R_ID_032;;Aprovado;true;07/04/2019 00:00;Cordão 03;;Aprovado;true;;Aprovado;3.086;2;4;Perna Horizontal;;;;;Chassis;;;;Cliente 03;;
R_ID_032;;Aprovado;true;07/04/2019 00:00;Cordão 03;;Aprovado;true;;Aprovado;2.87;2;4;Perna Vertical;;;;;Chassis;;;;Cliente 03;;
R_ID_032;;Aprovado;true;07/04/2019 00:00;Cordão 04;;Aprovado;true;;Aprovado;0.739;0;2;Gap;;;;;Chassis;;;;Cliente 03;;
R_ID_032;;Aprovado;true;07/04/2019 00:00;Cordão 04;;Aprovado;true;;Aprovado;2.116;1;4;Penetração;;;;;Chassis;;;;Cliente 03;;
R_ID_032;;Aprovado;true;07/04/2019 00:00;Cordão 04;;Aprovado;true;;Aprovado;3.398;1;4;Perna Horizontal;;;;;Chassis;;;;Cliente 03;;
R_ID_032;;Aprovado;true;07/04/2019 00:00;Cordão 04;;Aprovado;true;;Aprovado;2.833;1;4;Perna Vertical;;;;;Chassis;;;;Cliente 03;;
R_ID_033;;Aprovado;true;03/11/2019 00:00;Cordão 01;;Aprovado;true;;Aprovado;0.668;0;1;Gap;;;;;Chassis;;;;Cliente 02;;
R_ID_033;;Aprovado;true;03/11/2019 00:00;Cordão 01;;Aprovado;true;;Aprovado;3.603;2;4;Penetração;;;;;Chassis;;;;Cliente 02;;
R_ID_033;;Aprovado;true;03/11/2019 00:00;Cordão 01;;Aprovado;true;;Aprovado;2.109;1.5;3;Perna Horizontal;;;;;Chassis;;;;Cliente 02;;
R_ID_033;;Aprovado;true;03/11/2019 00:00;Cordão 01;;Aprovado;true;;Aprovado;2.571;2;3;Perna Vertical;;;;;Chassis;;;;Cliente 02;;
R_ID_033;;Aprovado;true;03/11/2019 00:00;Cordão 02;;Aprovado;true;;Aprovado;1.136;0;2;Gap;;;;;Chassis;;;;Cliente 02;;
R_ID_033;;Aprovado;true;03/11/2019 00:00;Cordão 02;;Aprovado;true;;Aprovado;2.539;1;3;Penetração;;;;;Chassis;;;;Cliente 02;;
R_ID_033;;Aprovado;true;03/11/2019 00:00;Cordão 02;;Aprovado;true;;Aprovado;2.454;2;3;Perna Horizontal;;;;;Chassis;;;;Cliente 02;;
R_ID_033;;Aprovado;true;03/11/2019 00:00;Cordão 02;;Aprovado;true;;Aprovado;2.75;1.5;4;Perna Vertical;;;;;Chassis;;;;Cliente 02;;
R_ID_033;;Aprovado;true;03/11/2019 00:00;Cordão 03;;Aprovado;true;;Aprovado;1.089;0;1.5;Gap;;;;;Chassis;;;;Cliente 02;;
R_ID_033;;Aprovado;true;03/11/2019 00:00;Cordão 03;;Aprovado;true;;Aprovado;1.706;1;2.5;Penetração;;;;;Chassis;;;;Cliente 02;;
R_ID_033;;Aprovado;true;03/11/2019 00:00;Cordão 03;;Aprovado;true;;Aprovado;3.95;2;4;Perna Horizontal;;;;;Chassis;;;;Cliente 02;;
R_ID_033;;Aprovado;true;03/11/2019 00:00;Cordão 03;;Aprovado;true;;Aprovado;2.728;2;4;Perna Vertical;;;;;Chassis;;;;Cliente 02;;
R_ID_033;;Aprovado;true;03/11/2019 00:00;Cordão 04;;Aprovado;true;;Aprovado;0.552;0;2;Gap;;;;;Chassis;;;;Cliente 02;;
R_ID_033;;Aprovado;true;03/11/2019 00:00;Cordão 04;;Aprovado;true;;Aprovado;2.568;1;4;Penetração;;;;;Chassis;;;;Cliente 02;;
R_ID_033;;Aprovado;true;03/11/2019 00:00;Cordão 04;;Aprovado;true;;Aprovado;3.36;1;4;Perna Horizontal;;;;;Chassis;;;;Cliente 02;;
R_ID_033;;Aprovado;true;03/11/2019 00:00;Cordão 04;;Aprovado;true;;Aprovado;2.916;1;4;Perna Vertical;;;;;Chassis;;;;Cliente 02;;
R_ID_034;;Aprovado;true;29/11/2019 00:00;Cordão 01;;Aprovado;true;;Aprovado;0.985;0.5;1.5;Gap;;;;;Eixo;;;;Cliente 05;;
R_ID_034;;Aprovado;true;29/11/2019 00:00;Cordão 01;;Aprovado;true;;Aprovado;2.107;1;3;Penetração;;;;;Eixo;;;;Cliente 05;;
R_ID_034;;Aprovado;true;29/11/2019 00:00;Cordão 01;;Aprovado;true;;Aprovado;0.891;0;2;Perna Horizontal;;;;;Eixo;;;;Cliente 05;;
R_ID_034;;Aprovado;true;29/11/2019 00:00;Cordão 01;;Aprovado;true;;Aprovado;1.426;0;2;Perna Vertical;;;;;Eixo;;;;Cliente 05;;
R_ID_034;;Aprovado;true;29/11/2019 00:00;Cordão 02;;Aprovado;true;;Aprovado;0.359;0;1.5;Gap;;;;;Eixo;;;;Cliente 05;;
R_ID_034;;Aprovado;true;29/11/2019 00:00;Cordão 02;;Aprovado;true;;Aprovado;2.419;2;3.5;Penetração;;;;;Eixo;;;;Cliente 05;;
R_ID_034;;Aprovado;true;29/11/2019 00:00;Cordão 02;;Aprovado;true;;Aprovado;3.813;2;4;Perna Horizontal;;;;;Eixo;;;;Cliente 05;;
R_ID_034;;Aprovado;true;29/11/2019 00:00;Cordão 02;;Aprovado;true;;Aprovado;2.65;2;4;Perna Vertical;;;;;Eixo;;;;Cliente 05;;
R_ID_034;;Aprovado;true;29/11/2019 00:00;Cordão 03;;Aprovado;true;;Aprovado;1.549;0;2;Gap;;;;;Eixo;;;;Cliente 05;;
R_ID_034;;Aprovado;true;29/11/2019 00:00;Cordão 03;;Aprovado;true;;Aprovado;3.797;2;4;Penetração;;;;;Eixo;;;;Cliente 05;;
R_ID_034;;Aprovado;true;29/11/2019 00:00;Cordão 03;;Aprovado;true;;Aprovado;2.34;1.5;3;Perna Horizontal;;;;;Eixo;;;;Cliente 05;;
R_ID_034;;Aprovado;true;29/11/2019 00:00;Cordão 03;;Aprovado;true;;Aprovado;2.04;1.5;3;Perna Vertical;;;;;Eixo;;;;Cliente 05;;
R_ID_034;;Aprovado;true;29/11/2019 00:00;Cordão 04;;Aprovado;true;;Aprovado;1.011;0;3;Gap;;;;;Eixo;;;;Cliente 05;;
R_ID_034;;Aprovado;true;29/11/2019 00:00;Cordão 04;;Aprovado;true;;Aprovado;2.201;1;3;Penetração;;;;;Eixo;;;;Cliente 05;;
R_ID_034;;Aprovado;true;29/11/2019 00:00;Cordão 04;;Aprovado;true;;Aprovado;2.869;2;3;Perna Horizontal;;;;;Eixo;;;;Cliente 05;;
R_ID_034;;Aprovado;true;29/11/2019 00:00;Cordão 04;;Aprovado;true;;Aprovado;2.539;2;3;Perna Vertical;;;;;Eixo;;;;Cliente 05;;
R_ID_035;;Aprovado;true;27/06/2019 00:00;Cordão 01;;Aprovado;true;;Aprovado;1.288;0.5;1.5;Gap;;;;;Eixo;;;;Cliente 02;;
R_ID_035;;Aprovado;true;27/06/2019 00:00;Cordão 01;;Aprovado;true;;Aprovado;1.194;1;3;Penetração;;;;;Eixo;;;;Cliente 02;;
R_ID_035;;Aprovado;true;27/06/2019 00:00;Cordão 01;;Aprovado;true;;Aprovado;0.819;0;2;Perna Horizontal;;;;;Eixo;;;;Cliente 02;;
R_ID_035;;Aprovado;true;27/06/2019 00:00;Cordão 01;;Aprovado;true;;Aprovado;1.263;0;2;Perna Vertical;;;;;Eixo;;;;Cliente 02;;
R_ID_035;;Aprovado;true;27/06/2019 00:00;Cordão 02;;Aprovado;true;;Aprovado;0.734;0;1.5;Gap;;;;;Eixo;;;;Cliente 02;;
R_ID_035;;Aprovado;true;27/06/2019 00:00;Cordão 02;;Aprovado;true;;Aprovado;2.55;2;3.5;Penetração;;;;;Eixo;;;;Cliente 02;;
R_ID_035;;Aprovado;true;27/06/2019 00:00;Cordão 02;;Aprovado;true;;Aprovado;3.059;2;4;Perna Horizontal;;;;;Eixo;;;;Cliente 02;;
R_ID_035;;Aprovado;true;27/06/2019 00:00;Cordão 02;;Aprovado;true;;Aprovado;2.497;2;4;Perna Vertical;;;;;Eixo;;;;Cliente 02;;
R_ID_035;;Aprovado;true;27/06/2019 00:00;Cordão 03;;Aprovado;true;;Aprovado;1.407;0;2;Gap;;;;;Eixo;;;;Cliente 02;;
R_ID_035;;Aprovado;true;27/06/2019 00:00;Cordão 03;;Aprovado;true;;Aprovado;3.734;2;4;Penetração;;;;;Eixo;;;;Cliente 02;;
R_ID_035;;Aprovado;true;27/06/2019 00:00;Cordão 03;;Aprovado;true;;Aprovado;2.677;1.5;3;Perna Horizontal;;;;;Eixo;;;;Cliente 02;;
R_ID_035;;Aprovado;true;27/06/2019 00:00;Cordão 03;;Aprovado;true;;Aprovado;2.387;1.5;3;Perna Vertical;;;;;Eixo;;;;Cliente 02;;
R_ID_035;;Aprovado;true;27/06/2019 00:00;Cordão 04;;Aprovado;true;;Aprovado;1.529;0;3;Gap;;;;;Eixo;;;;Cliente 02;;
R_ID_035;;Aprovado;true;27/06/2019 00:00;Cordão 04;;Aprovado;true;;Aprovado;2.344;1;3;Penetração;;;;;Eixo;;;;Cliente 02;;
R_ID_035;;Aprovado;true;27/06/2019 00:00;Cordão 04;;Aprovado;true;;Aprovado;2.736;2;3;Perna Horizontal;;;;;Eixo;;;;Cliente 02;;
R_ID_035;;Aprovado;true;27/06/2019 00:00;Cordão 04;;Aprovado;true;;Aprovado;2.31;2;3;Perna Vertical;;;;;Eixo;;;;Cliente 02;;
R_ID_036;;Aprovado;true;23/12/2019 00:00;Cordão 01;;Aprovado;true;;Aprovado;0.781;0.5;1.5;Gap;;;;;Eixo;;;;Cliente 03;;
R_ID_036;;Aprovado;true;23/12/2019 00:00;Cordão 01;;Aprovado;true;;Aprovado;2.117;1;3;Penetração;;;;;Eixo;;;;Cliente 03;;
R_ID_036;;Aprovado;true;23/12/2019 00:00;Cordão 01;;Aprovado;true;;Aprovado;0.259;0;2;Perna Horizontal;;;;;Eixo;;;;Cliente 03;;
R_ID_036;;Aprovado;true;23/12/2019 00:00;Cordão 01;;Aprovado;true;;Aprovado;0.607;0;2;Perna Vertical;;;;;Eixo;;;;Cliente 03;;
R_ID_036;;Aprovado;true;23/12/2019 00:00;Cordão 02;;Aprovado;true;;Aprovado;0.459;0;1.5;Gap;;;;;Eixo;;;;Cliente 03;;
